sigma,Lp,Obj_mass,Obj_concentration,Obj_retentate_concentration,panel_id
0.102040816326531,2.2109387755102,-1.6775737780688955,-0.9689403755959252,-0.084007733504909,A
0.102040816326531,2.35285714285714,-1.751326967193476,-1.0842143160916742,-0.1402918022972635,A
0.102040816326531,2.49477551020408,-1.8315351481897684,-1.203349526906972,-0.2022380234618365,A
0.102040816326531,2.63669387755102,-1.919342711136644,-1.3272908272809536,-0.2709132795468751,A
0.102040816326531,2.77861224489796,-2.016183432520912,-1.4570915591380855,-0.3477167126129017,A
0.102040816326531,2.9205306122449,-2.1238525695201655,-1.593889033926046,-0.4345314248847629,A
0.102040816326531,3.06244897959184,-2.244558047729597,-1.7387979495327783,-0.5339740730269797,A
0.102040816326531,3.20436734693878,-2.3808419693237868,-1.892595767201121,-0.6498300495803884,A
0.102040816326531,3.34628571428571,-2.5349966788149594,-2.054905290724212,-0.7878677741125756,A
0.102040816326531,3.48820408163265,-2.706731549449708,-2.222244293109635,-0.95751277482381,A
0.102040816326531,3.63012244897959,-2.885472219877226,-2.384033442162254,-1.17576450835526,A
0.102040816326531,3.77204081632653,-3.032112987690721,-2.5174074308292456,-1.4782842224074697,A
0.102040816326531,3.91395918367347,-3.0730236710035372,-2.5901257791688694,-1.96246783396216,A
0.102040816326531,4.05587755102041,-2.978397530821912,-2.584538564144494,-3.073999874224322,A
0.102040816326531,4.19779591836735,-2.8108644018790914,-2.517520129726479,-2.3625774389322736,A
0.102040816326531,4.33971428571429,-2.6328035596480155,-2.421410778156933,-1.6420355944010692,A
0.102040816326531,4.48163265306122,-2.468405291255815,-2.3195510564878017,-1.2380949588875052,A
0.102040816326531,4.62355102040816,-2.3223298982202953,-2.222892377928587,-0.9544050711565936,A
0.102040816326531,4.7654693877551,-2.1932671125841936,-2.1351445983127704,-0.7338520250117296,A
0.102040816326531,4.90738775510204,-2.0786817400873323,-2.056834208303719,-0.5521349036907242,A
0.102040816326531,5.04930612244898,-1.9761462479154932,-1.9873010409646223,-0.3966591629122927,A
0.102040816326531,5.19122448979592,-1.8836305227269896,-1.9255386008362243,-0.2600505045613113,A
0.102040816326531,5.33314285714286,-1.7995019006912196,-1.8705180581650505,-0.1376154802037727,A
0.102040816326531,5.4750612244898,-1.722458574687891,-1.821300309841414,-0.0261780811117884,A
0.102040816326531,5.61697959183673,-1.6514593569463751,-1.777062891679393,0.0765142025909768,A
0.102040816326531,5.75889795918367,-1.5856650448240974,-1.737095566837446,0.1721201699641321,A
0.102040816326531,5.90081632653061,-1.5243928173428525,-1.7007853603604224,0.2618998601458648,A
0.102040816326531,6.04273469387755,-1.4670815992536346,-1.667599577847363,0.3468359675740435,A
0.102040816326531,6.18465306122449,-1.4132658928606872,-1.6370698525873717,0.4277126883153777,A
0.102040816326531,6.32657142857143,-1.3625559487077223,-1.6087782031626194,0.5051687926777739,A
0.102040816326531,6.46848979591837,-1.314622636752764,-1.5823451497093202,0.5797344543634285,A
0.102040816326531,6.61040816326531,-1.26918580522956,-1.5574197349355774,0.6518576881470783,A
